unix,date,symbol,open,high,low,close,Volume LIN,Volume USD
1580860800,2/5/2020,LINK/USD,2.735,2.886,2.716,2.835,3777182.35,1338803.11
1580774400,2/4/2020,LINK/USD,2.774,2.807,2.674,2.735,2483226.53,910443.53
1580688000,2/3/2020,LINK/USD,2.822,2.88,2.74,2.774,2451134.83,878524.95
1580601600,2/2/2020,LINK/USD,2.837,2.885,2.731,2.822,2563540.78,904731.07
1580515200,2/1/2020,LINK/USD,2.814,2.885,2.744,2.837,2807679.69,999534.93
1580428800,1/31/2020,LINK/USD,2.913,2.914,2.75,2.814,3072737.56,1083268.64
1580342400,1/30/2020,LINK/USD,2.773,2.94,2.704,2.913,6201545.88,2175751.59
1580256000,1/29/2020,LINK/USD,2.659,2.833,2.626,2.773,5889155.07,2158402.78
1580169600,1/28/2020,LINK/USD,2.601,2.67,2.57,2.659,2647354.28,1008360.15
1580083200,1/27/2020,LINK/USD,2.57,2.68,2.56,2.601,3201986.95,1221942.27
1579996800,1/26/2020,LINK/USD,2.445,2.577,2.42,2.57,1931085.98,767972.05
1579910400,1/25/2020,LINK/USD,2.499,2.509,2.416,2.445,1461784.65,595995.2
1579824000,1/24/2020,LINK/USD,2.468,2.536,2.356,2.499,3583653.21,1459334.43
1579737600,1/23/2020,LINK/USD,2.635,2.648,2.392,2.468,5359722.67,2160187.93
1579651200,1/22/2020,LINK/USD,2.67,2.685,2.61,2.635,1819896.5,687810.73
1579564800,1/21/2020,LINK/USD,2.687,2.745,2.571,2.67,3230216.48,1207185.12
1579478400,1/20/2020,LINK/USD,2.623,2.744,2.541,2.687,3452830.55,1297707.86
1579392000,1/19/2020,LINK/USD,2.77,2.85,2.527,2.623,7330043.69,2735179.62
1579305600,1/18/2020,LINK/USD,2.689,2.787,2.57,2.77,5197837.09,1916584.7
1579219200,1/17/2020,LINK/USD,2.49,2.855,2.455,2.689,13451460.51,5025878.83
1579132800,1/16/2020,LINK/USD,2.4,2.5,2.281,2.49,5226743.13,2169008.35
1579046400,1/15/2020,LINK/USD,2.381,2.556,2.34,2.4,7673254.22,3133023.87
1578960000,1/14/2020,LINK/USD,2.19,2.48,2.182,2.381,7982476.62,3410954.94
1578873600,1/13/2020,LINK/USD,2.241,2.241,2.154,2.19,2049781.51,938898.9
1578787200,1/12/2020,LINK/USD,2.28,2.315,2.212,2.241,2035361.54,903959.84
1578700800,1/11/2020,LINK/USD,2.231,2.349,2.22,2.28,4314984.62,1879728.53
1578614400,1/10/2020,LINK/USD,2.196,2.25,2.145,2.231,4017026.01,1814703.4
1578528000,1/9/2020,LINK/USD,2.193,2.24,2.102,2.196,3067860.4,1416106.79
1578441600,1/8/2020,LINK/USD,2.109,2.35,2.104,2.193,9404625.76,4253295.25
1578355200,1/7/2020,LINK/USD,1.942,2.14,1.901,2.109,5652880.47,2770259.29
1578268800,1/6/2020,LINK/USD,1.798,1.947,1.795,1.942,2115942.02,1121579.19
1578182400,1/5/2020,LINK/USD,1.825,1.84,1.784,1.798,701482.09,385410.11
1578096000,1/4/2020,LINK/USD,1.8,1.84,1.785,1.825,691175.82,381661.24
1578009600,1/3/2020,LINK/USD,1.735,1.827,1.7,1.8,1405518.55,790070.94
1577923200,1/2/2020,LINK/USD,1.802,1.809,1.702,1.735,1194912.35,681439.89
1577836800,1/1/2020,LINK/USD,1.76,1.85,1.755,1.802,916423.49,507823.91
1577750400,12/31/2019,LINK/USD,1.819,1.823,1.75,1.76,1899279.73,1065195.78
1577664000,12/30/2019,LINK/USD,1.902,1.902,1.804,1.819,877069.48,475970.77
1577577600,12/29/2019,LINK/USD,1.872,1.924,1.843,1.902,1020274.82,545536.07
1577491200,12/28/2019,LINK/USD,1.874,1.895,1.85,1.872,778702.13,415043.45
1577404800,12/27/2019,LINK/USD,1.855,1.923,1.831,1.874,1621597.48,861776.17
1577318400,12/26/2019,LINK/USD,1.783,1.958,1.77,1.855,1922849.79,1031806.78
1577232000,12/25/2019,LINK/USD,1.844,1.845,1.76,1.783,1161697.68,646671.63
1577145600,12/24/2019,LINK/USD,1.867,1.884,1.814,1.844,1039241.89,562556.51
1577059200,12/23/2019,LINK/USD,1.925,1.955,1.84,1.867,1860214.46,970118.39
1576972800,12/22/2019,LINK/USD,1.859,1.946,1.848,1.925,1241136.21,651883.9
1576886400,12/21/2019,LINK/USD,1.921,1.929,1.856,1.859,1557451.9,820464.36
1576800000,12/20/2019,LINK/USD,1.799,1.935,1.777,1.921,2729945.97,1466904.25
1576713600,12/19/2019,LINK/USD,1.86,1.886,1.756,1.799,2853038.98,1576258.78
1576627200,12/18/2019,LINK/USD,1.765,1.899,1.634,1.86,5894481.76,3287217.31
1576540800,12/17/2019,LINK/USD,1.969,2.003,1.714,1.765,7120242.04,3920044.87
1576454400,12/16/2019,LINK/USD,2.072,2.08,1.96,1.969,2597128.17,1295883.23
1576368000,12/15/2019,LINK/USD,1.998,2.113,1.961,2.072,2093008.2,1027863.72
1576281600,12/14/2019,LINK/USD,2.066,2.089,1.97,1.998,2054455.13,1014076.83
1576195200,12/13/2019,LINK/USD,2.107,2.12,2.06,2.066,2136436.39,1023430
1576108800,12/12/2019,LINK/USD,2.175,2.196,2.027,2.107,4520880.23,2155555.07
1576022400,12/11/2019,LINK/USD,2.262,2.3,2.15,2.175,4348153.65,1959408.17
1575936000,12/10/2019,LINK/USD,2.093,2.3,2.062,2.262,11265333.67,5125574.53
1575849600,12/9/2019,LINK/USD,2.055,2.098,2.017,2.093,2091155.04,1017714.69
1575763200,12/8/2019,LINK/USD,2.048,2.09,2,2.055,2106277.41,1032394.49
1575676800,12/7/2019,LINK/USD,2.092,2.115,2.038,2.048,1923291.24,926271.33
1575590400,12/6/2019,LINK/USD,2.01,2.108,1.965,2.092,2907997.16,1419035
1575504000,12/5/2019,LINK/USD,2.032,2.074,1.956,2.01,4528902.02,2261887.37
1575417600,12/4/2019,LINK/USD,2.125,2.164,2,2.032,4611766.5,2237242.6
1575331200,12/3/2019,LINK/USD,2.095,2.2,2.066,2.125,2603492.12,1220718.07
1575244800,12/2/2019,LINK/USD,2.167,2.169,2.055,2.095,4107995.99,1957206.69
1575158400,12/1/2019,LINK/USD,2.247,2.247,2.137,2.167,2520765.94,1160459.15
1575072000,11/30/2019,LINK/USD,2.346,2.347,2.205,2.247,2443278.89,1081726.57
1574985600,11/29/2019,LINK/USD,2.279,2.373,2.265,2.346,2811009.62,1209659.95
1574899200,11/28/2019,LINK/USD,2.232,2.33,2.18,2.279,3869006.02,1717827.24
1574812800,11/27/2019,LINK/USD,2.25,2.309,2.11,2.232,5065532.39,2272564.01
1574726400,11/26/2019,LINK/USD,2.262,2.364,2.151,2.25,4737076.04,2113967.5
1574640000,11/25/2019,LINK/USD,2.228,2.395,2.037,2.262,8679444.83,3931931.71
1574553600,11/24/2019,LINK/USD,2.429,2.464,2.195,2.228,4618383.97,2007593.69
1574467200,11/23/2019,LINK/USD,2.353,2.469,2.264,2.429,4880424.52,2059004.7
1574380800,11/22/2019,LINK/USD,2.542,2.593,2.122,2.353,11047686.76,4735493.19
1574294400,11/21/2019,LINK/USD,2.69,2.7,2.47,2.542,5554312.14,2160608.42
1574208000,11/20/2019,LINK/USD,2.718,2.801,2.617,2.69,4998109.72,1840485.58
1574121600,11/19/2019,LINK/USD,2.777,2.803,2.58,2.718,5873040.93,2187351.28
1574035200,11/18/2019,LINK/USD,2.92,2.97,2.673,2.777,5831406.69,2072224.75
1573948800,11/17/2019,LINK/USD,2.99,2.994,2.87,2.92,2262093.23,774662.54
1573862400,11/16/2019,LINK/USD,3.043,3.047,2.917,2.99,2362583.45,793644.22
1573776000,11/15/2019,LINK/USD,3.043,3.068,2.792,3.043,7156993.83,2424537.49
1573689600,11/14/2019,LINK/USD,3.02,3.16,2.97,3.043,9067985.3,2943615.65
1573603200,11/13/2019,LINK/USD,2.82,3.085,2.785,3.02,8437103.51,2843903.25
1573516800,11/12/2019,LINK/USD,2.74,2.878,2.732,2.82,3616723.94,1285265.57
1573430400,11/11/2019,LINK/USD,2.774,2.774,2.671,2.74,1926176.81,706564.44
1573344000,11/10/2019,LINK/USD,2.804,2.84,2.738,2.774,2627223.03,943256.07
1573257600,11/9/2019,LINK/USD,2.709,2.85,2.708,2.804,4888703.78,1755855.94
1573171200,11/8/2019,LINK/USD,2.666,2.73,2.62,2.709,3777557.97,1409834.15
1573084800,11/7/2019,LINK/USD,2.751,2.755,2.61,2.666,3796111.69,1416158.42
1572998400,11/6/2019,LINK/USD,2.683,2.82,2.651,2.751,4039901.08,1482525.29
1572912000,11/5/2019,LINK/USD,2.673,2.698,2.63,2.683,2659878.25,997988.79
1572825600,11/4/2019,LINK/USD,2.656,2.729,2.627,2.673,2705783.57,1009753.28
1572739200,11/3/2019,LINK/USD,2.699,2.719,2.63,2.656,1981995.37,743596.05
1572652800,11/2/2019,LINK/USD,2.716,2.75,2.695,2.699,2099609.19,772004.82
1572566400,11/1/2019,LINK/USD,2.729,2.79,2.65,2.716,3172916.72,1167545.54
1572480000,10/31/2019,LINK/USD,2.612,2.763,2.55,2.729,4079563.58,1526931.59
1572393600,10/30/2019,LINK/USD,2.67,2.681,2.52,2.612,4203612.33,1621440.01
1572307200,10/29/2019,LINK/USD,2.671,2.77,2.637,2.67,3706651.16,1377583.38
1572220800,10/28/2019,LINK/USD,2.674,2.891,2.652,2.671,6615080.6,2387862.54
1572134400,10/27/2019,LINK/USD,2.736,2.768,2.66,2.674,5160264.6,1909475.96
1572048000,10/26/2019,LINK/USD,2.837,3.098,2.66,2.736,15041276.46,5303734.59
1571961600,10/25/2019,LINK/USD,2.732,2.98,2.617,2.837,12244894.12,4363526.42
1571875200,10/24/2019,LINK/USD,2.614,2.789,2.608,2.732,9834528.34,3642013.29
1571788800,10/23/2019,LINK/USD,2.6,2.68,2.401,2.614,10735652.46,4215143.81
1571702400,10/22/2019,LINK/USD,2.635,2.817,2.549,2.6,11508402.39,4245340.3
1571616000,10/21/2019,LINK/USD,2.44,2.679,2.434,2.635,9984388.69,3875642.5
1571529600,10/20/2019,LINK/USD,2.356,2.462,2.287,2.44,3990244.56,1680865.45
1571443200,10/19/2019,LINK/USD,2.35,2.394,2.295,2.356,2396281.71,1022697.96
1571356800,10/18/2019,LINK/USD,2.421,2.5,2.327,2.35,4461195.72,1857334.73
1571270400,10/17/2019,LINK/USD,2.381,2.489,2.281,2.421,6565484.81,2735811.52
1571184000,10/16/2019,LINK/USD,2.39,2.415,2.185,2.381,9311652.17,4055917.86
1571097600,10/15/2019,LINK/USD,2.531,2.61,2.324,2.39,6988103.52,2841844.89
1571011200,10/14/2019,LINK/USD,2.492,2.679,2.45,2.531,6025659.22,2360037.09
1570924800,10/13/2019,LINK/USD,2.604,2.654,2.45,2.492,5781856.97,2284809.71
1570838400,10/12/2019,LINK/USD,2.75,2.759,2.55,2.604,6105773.58,2317104.47
1570752000,10/11/2019,LINK/USD,2.648,2.8,2.546,2.75,12640394.29,4670777.61
1570665600,10/10/2019,LINK/USD,2.812,2.83,2.416,2.648,15301188.43,5813673.71
1570579200,10/9/2019,LINK/USD,2.594,2.98,2.493,2.812,22687455.91,8227208.82
1570492800,10/8/2019,LINK/USD,2.404,2.65,2.275,2.594,12229528.91,4897549.43
1570406400,10/7/2019,LINK/USD,2.167,2.51,2.101,2.404,11232254.68,4788047.99
1570320000,10/6/2019,LINK/USD,1.963,2.279,1.951,2.167,9001863.12,4210298.61
1570233600,10/5/2019,LINK/USD,1.973,1.982,1.912,1.963,2503824.23,1280360.78
1570147200,10/4/2019,LINK/USD,1.949,2.023,1.89,1.973,2620652.4,1345017.11
1570060800,10/3/2019,LINK/USD,2.026,2.043,1.89,1.949,4865051.11,2470014.06
1569974400,10/2/2019,LINK/USD,1.835,2.034,1.81,2.026,5232555.03,2702465.1
1569888000,10/1/2019,LINK/USD,1.773,1.88,1.754,1.835,3676062.14,2011729.22
1569801600,9/30/2019,LINK/USD,1.701,1.774,1.65,1.773,2402092.75,1405139.24
1569715200,9/29/2019,LINK/USD,1.68,1.754,1.65,1.701,2970119.22,1738380.32
1569628800,9/28/2019,LINK/USD,1.667,1.703,1.631,1.68,1440143.5,861666.3
1569542400,9/27/2019,LINK/USD,1.655,1.687,1.563,1.667,2702475.83,1670979.6
1569456000,9/26/2019,LINK/USD,1.75,1.78,1.525,1.655,4580315.43,2781354.79
1569369600,9/25/2019,LINK/USD,1.728,1.935,1.625,1.75,7621676.93,4314651.77
1569283200,9/24/2019,LINK/USD,1.802,2.078,1.51,1.728,14833926.25,8027955.42
1569196800,9/23/2019,LINK/USD,1.819,1.89,1.781,1.802,3664035.83,1998677.82
1569110400,9/22/2019,LINK/USD,1.88,1.885,1.78,1.819,2053084.14,1129793.51
1569024000,9/21/2019,LINK/USD,1.821,1.88,1.792,1.88,2361437.92,1278502.59
1568937600,9/20/2019,LINK/USD,1.88,1.88,1.76,1.821,3377758.11,1865433.59
1568851200,9/19/2019,LINK/USD,1.81,1.993,1.739,1.88,10060630.13,5424140.04
1568764800,9/18/2019,LINK/USD,1.627,1.95,1.627,1.81,6173136.13,3487562.55
1568678400,9/17/2019,LINK/USD,1.589,1.689,1.56,1.627,3258214.08,2010690.12
1568592000,9/16/2019,LINK/USD,1.614,1.638,1.55,1.589,1613940.72,1019209.64
1568505600,9/15/2019,LINK/USD,1.57,1.642,1.562,1.614,1226753.87,764584.23
1568419200,9/14/2019,LINK/USD,1.585,1.642,1.535,1.57,2357262.66,1484524.34
1568332800,9/13/2019,LINK/USD,1.706,1.724,1.443,1.585,9265792.43,5930281.64
1568246400,9/12/2019,LINK/USD,1.732,1.745,1.7,1.706,1962620.84,1143034.71
1568160000,9/11/2019,LINK/USD,1.802,1.825,1.72,1.732,1998582.92,1132717.18
1568073600,9/10/2019,LINK/USD,1.794,1.834,1.778,1.802,1157525.7,641905.51
1567987200,9/9/2019,LINK/USD,1.83,1.879,1.763,1.794,2076151.26,1144494.82
1567900800,9/8/2019,LINK/USD,1.778,1.9,1.766,1.83,2441517.46,1327272.34
1567814400,9/7/2019,LINK/USD,1.722,1.81,1.713,1.778,1192137.74,675228.15
1567728000,9/6/2019,LINK/USD,1.794,1.83,1.68,1.722,2785215.08,1572206.69
1567641600,9/5/2019,LINK/USD,1.784,1.865,1.773,1.794,1760219.89,967308.25
1567555200,9/4/2019,LINK/USD,1.854,1.865,1.746,1.784,2281078.45,1275758.59
1567468800,9/3/2019,LINK/USD,1.833,1.945,1.82,1.854,2273063.15,1214657.35
1567382400,9/2/2019,LINK/USD,1.78,1.899,1.736,1.833,3055335.13,1676868.62
1567296000,9/1/2019,LINK/USD,1.781,1.802,1.722,1.78,1500422.75,850471.34
1567209600,8/31/2019,LINK/USD,1.8,1.859,1.735,1.781,1883016.18,1053179.67
1567123200,8/30/2019,LINK/USD,1.781,1.918,1.744,1.8,2331014.34,1276751.42
1567036800,8/29/2019,LINK/USD,1.898,1.94,1.722,1.781,5747803.65,3175897.98
1566950400,8/28/2019,LINK/USD,2.11,2.112,1.86,1.898,4963458.09,2522854.83
1566864000,8/27/2019,LINK/USD,2.08,2.175,2.011,2.11,3243471.64,1551640.75
1566777600,8/26/2019,LINK/USD,2.088,2.175,2.05,2.08,3235849.57,1537626.41
1566691200,8/25/2019,LINK/USD,2.176,2.199,2.031,2.088,3875075.68,1831541.75
1566604800,8/24/2019,LINK/USD,2.244,2.268,2.156,2.176,2187508.77,996653.12
1566518400,8/23/2019,LINK/USD,2.217,2.349,2.176,2.244,3921474.34,1731165.48
1566432000,8/22/2019,LINK/USD,2.207,2.299,2.147,2.217,3072804.61,1381554.9
1566345600,8/21/2019,LINK/USD,2.366,2.376,2.15,2.207,5743352.38,2558561.13
1566259200,8/20/2019,LINK/USD,2.495,2.55,2.343,2.366,4155668.37,1714947.7
1566172800,8/19/2019,LINK/USD,2.508,2.62,2.45,2.495,5095807.12,2009663.71
1566086400,8/18/2019,LINK/USD,2.407,2.565,2.374,2.508,4594471.45,1858237.72
1566000000,8/17/2019,LINK/USD,2.306,2.42,2.284,2.407,2470549.55,1047868.23
1565913600,8/16/2019,LINK/USD,2.423,2.45,2.23,2.306,4378314.33,1880374.09
1565827200,8/15/2019,LINK/USD,2.286,2.443,2.167,2.423,5608768.87,2429423.66
1565740800,8/14/2019,LINK/USD,2.414,2.584,2.16,2.286,9849337.58,4097683.93
1565654400,8/13/2019,LINK/USD,2.385,2.45,2.307,2.414,3701953.67,1552118.06
1565568000,8/12/2019,LINK/USD,2.409,2.47,2.336,2.385,3139917.13,1304614.32
1565481600,8/11/2019,LINK/USD,2.331,2.479,2.285,2.409,4794889.97,2002895.99
1565395200,8/10/2019,LINK/USD,2.169,2.45,2.137,2.331,6571389.31,2863888.77
1565308800,8/9/2019,LINK/USD,2.273,2.295,2.146,2.169,5035397.7,2268534.09
1565222400,8/8/2019,LINK/USD,2.382,2.399,2.26,2.273,5311893.92,2294921.83
1565136000,8/7/2019,LINK/USD,2.465,2.49,2.335,2.382,4218831.12,1749603.82
1565049600,8/6/2019,LINK/USD,2.463,2.51,2.301,2.465,7551780.13,3119693.39
1564963200,8/5/2019,LINK/USD,2.52,2.66,2.447,2.463,6675028.14,2624935.1
1564876800,8/4/2019,LINK/USD,2.423,2.6,2.385,2.52,6303923.27,2517970.01
1564790400,8/3/2019,LINK/USD,2.421,2.765,2.36,2.423,14458457.18,5618150.53
1564704000,8/2/2019,LINK/USD,2.165,2.489,2.133,2.421,8370953.63,3595675.52
1564617600,8/1/2019,LINK/USD,2.214,2.236,2.115,2.165,3146337.93,1458818.21
1564531200,7/31/2019,LINK/USD,2.073,2.244,2.07,2.214,4254359.68,1955182.66
1564444800,7/30/2019,LINK/USD,2.132,2.19,2,2.073,5523143.09,2643612.54
1564358400,7/29/2019,LINK/USD,2.214,2.257,2.11,2.132,3379223.02,1556059.47
1564272000,7/28/2019,LINK/USD,2.243,2.279,2.108,2.214,3131359.43,1416797.4
1564185600,7/27/2019,LINK/USD,2.41,2.464,2.198,2.243,5365942.25,2319970.59
1564099200,7/26/2019,LINK/USD,2.361,2.429,2.328,2.41,1961417.2,823233.1
1564012800,7/25/2019,LINK/USD,2.406,2.523,2.361,2.361,4212658.02,1719586.17
1563926400,7/24/2019,LINK/USD,2.35,2.51,2.275,2.406,7378184.6,3094628.92
1563840000,7/23/2019,LINK/USD,2.401,2.536,2.25,2.35,6081248.54,2564216.48
1563753600,7/22/2019,LINK/USD,2.537,2.588,2.358,2.401,3721465.63,1514934.28
1563667200,7/21/2019,LINK/USD,2.648,2.674,2.463,2.537,3427104.24,1339613.24
1563580800,7/20/2019,LINK/USD,2.615,2.737,2.591,2.648,6125364,2295540.32
1563494400,7/19/2019,LINK/USD,2.674,2.76,2.516,2.615,5919948.94,2267337.1
1563408000,7/18/2019,LINK/USD,2.411,2.84,2.347,2.674,17790396.51,6801016.26
1563321600,7/17/2019,LINK/USD,2.181,2.605,2.053,2.411,15172902.91,6487598.83
1563235200,7/16/2019,LINK/USD,2.708,2.79,2.15,2.181,14422334.03,5881284.42
1563148800,7/15/2019,LINK/USD,2.788,2.856,2.59,2.708,12270988.85,4497543.15
1563062400,7/14/2019,LINK/USD,3.169,3.238,2.741,2.788,12637905.03,4296231.87
1562976000,7/13/2019,LINK/USD,3.184,3.3,3.05,3.169,14624909.17,4587568.59
1562889600,7/12/2019,LINK/USD,2.778,3.37,2.581,3.184,22008081.62,7278976.86
1562803200,7/11/2019,LINK/USD,3.117,3.153,2.7,2.778,13072244.93,4483964.32
1562716800,7/10/2019,LINK/USD,3.078,3.328,2.834,3.117,19876828.8,6452929.72
1562630400,7/9/2019,LINK/USD,3.344,3.409,2.95,3.078,19946359.64,6316539.26
1562544000,7/8/2019,LINK/USD,3.311,3.619,3.27,3.344,11382449.49,3374903.21
1562457600,7/7/2019,LINK/USD,3.486,3.53,3.253,3.311,9698875.01,2866735.36
1562371200,7/6/2019,LINK/USD,3.65,3.667,3.455,3.486,9042235.58,2546458.72
1562284800,7/5/2019,LINK/USD,3.462,3.747,3.41,3.65,16337764.22,4530449.5
1562198400,7/4/2019,LINK/USD,3.491,3.61,3.222,3.462,14668308.52,4281577.7
1562112000,7/3/2019,LINK/USD,3.737,3.85,3.444,3.491,21100315.48,5765830.58
1562025600,7/2/2019,LINK/USD,3.456,3.95,3.078,3.737,35457748.24,9747210.51
