Date, Open, High, Low, Close,Symbol,Index
11/30/2020,3634.18,3634.18,3594.39,3621.63,SPX 500,0
11/27/2020,3638.55,3644.31,3629.33,3638.35,SPX 500,1
11/25/2020,3635.5,3635.5,3617.76,3629.65,SPX 500,2
11/24/2020,3594.52,3642.31,3594.52,3635.41,SPX 500,3
11/23/2020,3566.82,3589.81,3552.77,3577.59,SPX 500,4
11/20/2020,3579.31,3581.23,3556.85,3557.54,SPX 500,5
11/19/2020,3559.41,3585.22,3543.84,3581.87,SPX 500,6
11/18/2020,3612.09,3619.09,3567.33,3567.79,SPX 500,7
11/17/2020,3610.31,3623.11,3588.68,3609.53,SPX 500,8
11/16/2020,3600.16,3628.51,3600.16,3626.91,SPX 500,9
11/13/2020,3552.57,3593.66,3552.57,3585.15,SPX 500,10
11/12/2020,3562.67,3569.02,3518.58,3537.01,SPX 500,11
11/11/2020,3563.22,3581.16,3557.0,3572.66,SPX 500,12
11/10/2020,3543.26,3557.22,3511.91,3545.53,SPX 500,13
11/9/2020,3583.04,3645.99,3547.48,3550.5,SPX 500,14
11/6/2020,3508.34,3521.58,3484.34,3509.44,SPX 500,15
11/5/2020,3485.74,3529.05,3485.74,3510.45,SPX 500,16
11/4/2020,3406.46,3486.25,3405.17,3443.44,SPX 500,17
11/3/2020,3336.25,3389.49,3336.25,3369.16,SPX 500,18
11/2/2020,3296.2,3330.14,3279.74,3310.24,SPX 500,19
10/30/2020,3293.59,3304.93,3233.94,3269.96,SPX 500,20
10/29/2020,3277.17,3341.05,3259.82,3310.11,SPX 500,21
10/28/2020,3342.48,3342.48,3268.89,3271.03,SPX 500,22
10/27/2020,3403.15,3409.51,3388.71,3390.68,SPX 500,23
10/26/2020,3441.42,3441.42,3364.86,3400.97,SPX 500,24
10/23/2020,3464.9,3466.46,3440.45,3465.39,SPX 500,25
10/22/2020,3438.5,3460.53,3415.34,3453.49,SPX 500,26
10/21/2020,3439.91,3464.86,3433.06,3435.56,SPX 500,27
10/20/2020,3439.38,3476.93,3435.65,3443.12,SPX 500,28
10/19/2020,3493.66,3502.42,3419.93,3426.92,SPX 500,29
10/16/2020,3493.5,3515.76,3480.45,3483.81,SPX 500,30
10/15/2020,3453.72,3489.08,3440.89,3483.34,SPX 500,31
10/14/2020,3515.47,3527.94,3480.55,3488.67,SPX 500,32
10/13/2020,3534.01,3534.01,3500.86,3511.93,SPX 500,33
10/12/2020,3500.02,3549.85,3499.61,3534.22,SPX 500,34
10/9/2020,3459.67,3482.34,3458.07,3477.13,SPX 500,35
10/8/2020,3434.28,3447.28,3428.15,3446.83,SPX 500,36
10/7/2020,3384.56,3426.26,3384.56,3419.45,SPX 500,37
10/6/2020,3408.74,3431.56,3354.54,3360.95,SPX 500,38
10/5/2020,3367.27,3409.57,3367.27,3408.63,SPX 500,39
10/2/2020,3338.94,3369.1,3323.69,3348.44,SPX 500,40
10/1/2020,3385.87,3397.18,3361.39,3380.8,SPX 500,41
9/30/2020,3341.21,3393.56,3340.47,3363.0,SPX 500,42
9/29/2020,3350.92,3357.92,3327.54,3335.47,SPX 500,43
9/28/2020,3333.9,3360.74,3332.91,3351.6,SPX 500,44
9/25/2020,3236.66,3306.88,3228.44,3298.46,SPX 500,45
9/24/2020,3226.14,3278.7,3209.45,3246.59,SPX 500,46
9/23/2020,3320.11,3323.35,3232.57,3236.92,SPX 500,47
9/22/2020,3295.75,3320.31,3270.95,3315.57,SPX 500,48
9/21/2020,3285.57,3285.57,3229.1,3281.06,SPX 500,49
9/18/2020,3357.38,3362.27,3292.4,3319.47,SPX 500,50
9/17/2020,3346.86,3375.17,3328.82,3357.01,SPX 500,51
9/16/2020,3411.23,3428.92,3384.45,3385.49,SPX 500,52
9/15/2020,3407.73,3419.48,3389.25,3401.2,SPX 500,53
9/14/2020,3363.56,3402.93,3363.56,3383.54,SPX 500,54
9/11/2020,3352.7,3368.95,3310.47,3340.97,SPX 500,55
9/10/2020,3412.56,3425.55,3329.25,3339.19,SPX 500,56
9/9/2020,3369.82,3424.77,3366.84,3398.96,SPX 500,57
9/8/2020,3371.88,3379.97,3329.27,3331.84,SPX 500,58
9/4/2020,3453.6,3479.15,3349.63,3426.96,SPX 500,59
9/3/2020,3564.74,3564.85,3427.41,3455.06,SPX 500,60
9/2/2020,3543.76,3588.11,3535.23,3580.84,SPX 500,61
9/1/2020,3507.44,3528.03,3494.6,3526.65,SPX 500,62
8/31/2020,3509.73,3514.77,3493.25,3500.31,SPX 500,63
8/28/2020,3494.69,3509.23,3484.32,3508.01,SPX 500,64
8/27/2020,3485.14,3501.38,3468.35,3484.55,SPX 500,65
8/26/2020,3449.97,3481.07,3444.15,3478.73,SPX 500,66
8/25/2020,3435.95,3444.21,3425.84,3443.62,SPX 500,67
8/24/2020,3418.09,3432.09,3413.13,3431.28,SPX 500,68
8/21/2020,3386.01,3399.96,3379.31,3397.16,SPX 500,69
8/20/2020,3360.48,3390.8,3354.69,3385.51,SPX 500,70
8/19/2020,3392.51,3399.54,3369.66,3374.85,SPX 500,71
8/18/2020,3387.04,3395.06,3370.15,3389.78,SPX 500,72
8/17/2020,3380.86,3387.59,3379.22,3381.99,SPX 500,73
8/14/2020,3368.66,3378.51,3361.64,3372.85,SPX 500,74
8/13/2020,3372.95,3387.24,3363.35,3373.43,SPX 500,75
8/12/2020,3355.46,3387.89,3355.46,3380.35,SPX 500,76
8/11/2020,3370.34,3381.01,3326.44,3333.69,SPX 500,77
8/10/2020,3356.04,3363.29,3335.44,3360.47,SPX 500,78
8/7/2020,3340.05,3352.54,3328.72,3351.28,SPX 500,79
8/6/2020,3323.17,3351.03,3318.14,3349.16,SPX 500,80
8/5/2020,3317.37,3330.77,3317.37,3327.77,SPX 500,81
8/4/2020,3289.92,3306.84,3286.37,3306.51,SPX 500,82
8/3/2020,3288.26,3302.73,3284.53,3294.61,SPX 500,83
7/31/2020,3270.45,3272.17,3220.26,3271.12,SPX 500,84
7/30/2020,3231.76,3250.92,3204.13,3246.22,SPX 500,85
7/29/2020,3227.22,3264.74,3227.22,3258.44,SPX 500,86
7/28/2020,3234.27,3243.72,3216.17,3218.44,SPX 500,87
7/27/2020,3219.84,3241.43,3214.25,3239.41,SPX 500,88
7/24/2020,3218.58,3227.26,3200.05,3215.63,SPX 500,89
7/23/2020,3271.64,3279.99,3222.66,3235.66,SPX 500,90
7/22/2020,3254.86,3279.32,3253.1,3276.02,SPX 500,91
7/21/2020,3268.52,3277.29,3247.77,3257.3,SPX 500,92
7/20/2020,3224.29,3258.61,3215.16,3251.84,SPX 500,93
7/17/2020,3224.21,3233.52,3205.65,3224.73,SPX 500,94
7/16/2020,3208.36,3220.39,3198.59,3215.57,SPX 500,95
7/15/2020,3225.98,3238.28,3200.76,3226.56,SPX 500,96
7/14/2020,3141.11,3200.95,3127.66,3197.52,SPX 500,97
7/13/2020,3205.08,3235.32,3149.43,3155.22,SPX 500,98
7/10/2020,3152.47,3186.82,3136.22,3185.04,SPX 500,99
7/9/2020,3176.17,3179.78,3115.7,3152.05,SPX 500,100
7/8/2020,3153.07,3171.8,3136.53,3169.94,SPX 500,101
7/7/2020,3166.44,3184.15,3142.93,3145.32,SPX 500,102
7/6/2020,3155.29,3182.59,3155.29,3179.72,SPX 500,103
7/2/2020,3143.64,3165.81,3124.52,3130.01,SPX 500,104
7/1/2020,3105.92,3128.44,3101.17,3115.86,SPX 500,105
6/30/2020,3050.2,3111.51,3047.83,3100.29,SPX 500,106
6/29/2020,3018.59,3053.89,2999.74,3053.24,SPX 500,107
6/26/2020,3073.2,3073.73,3004.63,3009.05,SPX 500,108
6/25/2020,3046.6,3086.25,3024.01,3083.76,SPX 500,109
6/24/2020,3114.4,3115.01,3032.13,3050.33,SPX 500,110
6/23/2020,3138.7,3154.9,3127.12,3131.29,SPX 500,111
6/22/2020,3094.42,3120.92,3079.39,3117.86,SPX 500,112
6/19/2020,3140.29,3155.53,3083.11,3097.74,SPX 500,113
6/18/2020,3101.64,3120.0,3093.51,3115.34,SPX 500,114
6/17/2020,3136.13,3141.16,3108.03,3113.49,SPX 500,115
6/16/2020,3131.0,3153.45,3076.06,3124.74,SPX 500,116
6/15/2020,2993.76,3079.76,2965.66,3066.59,SPX 500,117
6/12/2020,3071.04,3088.42,2984.47,3041.31,SPX 500,118
6/11/2020,3123.53,3123.53,2999.49,3002.1,SPX 500,119
6/10/2020,3213.42,3223.27,3181.49,3190.14,SPX 500,120
6/9/2020,3213.32,3222.71,3193.11,3207.18,SPX 500,121
6/8/2020,3199.92,3233.13,3196.0,3232.39,SPX 500,122
6/5/2020,3163.84,3211.72,3163.84,3193.93,SPX 500,123
6/4/2020,3111.56,3128.91,3090.41,3112.35,SPX 500,124
6/3/2020,3098.9,3130.94,3098.9,3122.87,SPX 500,125
6/2/2020,3064.78,3081.07,3051.64,3080.82,SPX 500,126
6/1/2020,3038.78,3062.18,3031.54,3055.73,SPX 500,127
5/29/2020,3025.17,3049.17,2998.61,3044.31,SPX 500,128
5/28/2020,3046.61,3068.67,3023.4,3029.73,SPX 500,129
5/27/2020,3015.65,3036.25,2969.75,3036.13,SPX 500,130
5/26/2020,3004.08,3021.72,2988.17,2991.77,SPX 500,131
5/22/2020,2948.05,2956.76,2933.59,2955.45,SPX 500,132
5/21/2020,2969.95,2978.5,2938.57,2948.51,SPX 500,133
5/20/2020,2953.63,2980.29,2953.63,2971.61,SPX 500,134
5/19/2020,2948.59,2964.21,2922.35,2922.94,SPX 500,135
5/18/2020,2913.86,2968.09,2913.86,2953.91,SPX 500,136
5/15/2020,2829.95,2865.01,2816.78,2863.7,SPX 500,137
5/14/2020,2794.54,2852.8,2766.64,2852.5,SPX 500,138
5/13/2020,2865.86,2874.14,2793.15,2820.0,SPX 500,139
5/12/2020,2939.5,2945.82,2869.59,2870.12,SPX 500,140
5/11/2020,2915.46,2944.25,2903.44,2930.32,SPX 500,141
5/8/2020,2908.83,2932.16,2902.88,2929.8,SPX 500,142
5/7/2020,2878.26,2901.92,2876.48,2881.19,SPX 500,143
5/6/2020,2883.14,2891.11,2847.65,2848.42,SPX 500,144
5/5/2020,2868.88,2898.23,2863.55,2868.44,SPX 500,145
5/4/2020,2815.01,2844.24,2797.85,2842.74,SPX 500,146
5/1/2020,2869.09,2869.09,2821.61,2830.71,SPX 500,147
4/30/2020,2930.91,2930.91,2892.47,2912.43,SPX 500,148
4/29/2020,2918.46,2954.86,2912.16,2939.51,SPX 500,149
4/28/2020,2909.96,2921.15,2860.71,2863.39,SPX 500,150
4/27/2020,2854.65,2887.72,2852.89,2878.48,SPX 500,151
4/24/2020,2812.64,2842.71,2791.76,2836.74,SPX 500,152
4/23/2020,2810.42,2844.9,2794.26,2797.8,SPX 500,153
4/22/2020,2787.89,2815.1,2775.95,2799.31,SPX 500,154
4/21/2020,2784.81,2785.54,2727.1,2736.56,SPX 500,155
4/20/2020,2845.62,2868.98,2820.43,2823.16,SPX 500,156
4/17/2020,2842.43,2879.22,2830.88,2874.56,SPX 500,157
4/16/2020,2799.34,2806.51,2764.32,2799.55,SPX 500,158
4/15/2020,2795.64,2801.88,2761.54,2783.36,SPX 500,159
4/14/2020,2805.1,2851.85,2805.1,2846.06,SPX 500,160
4/13/2020,2782.46,2782.46,2721.17,2761.63,SPX 500,161
4/9/2020,2776.99,2818.57,2762.36,2789.82,SPX 500,162
4/8/2020,2685.0,2760.75,2663.3,2749.98,SPX 500,163
4/7/2020,2738.65,2756.89,2657.67,2659.41,SPX 500,164
4/6/2020,2578.28,2676.85,2574.57,2663.68,SPX 500,165
4/3/2020,2514.92,2538.18,2459.96,2488.65,SPX 500,166
4/2/2020,2458.54,2533.22,2455.79,2526.9,SPX 500,167
4/1/2020,2498.08,2522.75,2447.49,2470.5,SPX 500,168
3/31/2020,2614.69,2641.39,2571.15,2584.59,SPX 500,169
3/30/2020,2558.98,2631.8,2545.28,2626.65,SPX 500,170
3/27/2020,2555.87,2615.91,2520.02,2541.47,SPX 500,171
3/26/2020,2501.29,2637.01,2500.72,2630.07,SPX 500,172
3/25/2020,2457.77,2571.42,2407.53,2475.56,SPX 500,173
3/24/2020,2344.44,2449.71,2344.44,2447.33,SPX 500,174
3/23/2020,2290.71,2300.73,2191.86,2237.4,SPX 500,175
3/20/2020,2431.94,2453.01,2295.56,2304.92,SPX 500,176
3/19/2020,2393.48,2466.97,2319.78,2409.39,SPX 500,177
3/18/2020,2436.5,2453.57,2280.52,2398.1,SPX 500,178
3/17/2020,2425.66,2553.93,2367.04,2529.19,SPX 500,179
3/16/2020,2508.59,2562.98,2380.94,2386.13,SPX 500,180
3/13/2020,2569.99,2711.33,2492.37,2711.02,SPX 500,181
3/12/2020,2630.86,2660.95,2478.86,2480.64,SPX 500,182
3/11/2020,2825.6,2825.6,2707.22,2741.38,SPX 500,183
3/10/2020,2813.48,2882.59,2734.0,2882.23,SPX 500,184
3/9/2020,2863.89,2863.89,2734.43,2746.56,SPX 500,185
3/6/2020,2954.2,2985.93,2901.54,2972.37,SPX 500,186
3/5/2020,3075.7,3083.04,2999.83,3023.94,SPX 500,187
3/4/2020,3045.75,3130.97,3034.38,3130.12,SPX 500,188
3/3/2020,3096.46,3136.72,2976.63,3003.37,SPX 500,189
3/2/2020,2974.28,3090.96,2945.19,3090.23,SPX 500,190
2/28/2020,2916.9,2959.72,2855.84,2954.22,SPX 500,191
2/27/2020,3062.54,3097.07,2977.39,2978.76,SPX 500,192
2/26/2020,3139.9,3182.51,3108.99,3116.39,SPX 500,193
2/25/2020,3238.94,3246.99,3118.77,3128.21,SPX 500,194
2/24/2020,3257.61,3259.81,3214.65,3225.89,SPX 500,195
2/21/2020,3360.5,3360.76,3328.45,3337.75,SPX 500,196
2/20/2020,3380.45,3389.15,3341.02,3373.23,SPX 500,197
2/19/2020,3380.39,3393.52,3378.83,3386.15,SPX 500,198
2/18/2020,3369.04,3375.01,3355.61,3370.29,SPX 500,199
2/14/2020,3378.08,3380.69,3366.15,3380.16,SPX 500,200
2/13/2020,3365.9,3385.09,3360.52,3373.94,SPX 500,201
2/12/2020,3370.5,3381.47,3369.72,3379.45,SPX 500,202
2/11/2020,3365.87,3375.63,3352.72,3357.75,SPX 500,203
2/10/2020,3318.28,3352.26,3317.77,3352.09,SPX 500,204
2/7/2020,3335.54,3341.42,3322.12,3327.71,SPX 500,205
2/6/2020,3344.92,3347.96,3334.39,3345.78,SPX 500,206
2/5/2020,3324.91,3337.58,3313.75,3334.69,SPX 500,207
2/4/2020,3280.61,3306.92,3280.61,3297.59,SPX 500,208
2/3/2020,3235.66,3268.44,3235.66,3248.92,SPX 500,209
1/31/2020,3282.33,3282.33,3214.68,3225.52,SPX 500,210
1/30/2020,3256.45,3285.91,3242.8,3283.66,SPX 500,211
1/29/2020,3289.46,3293.47,3271.89,3273.4,SPX 500,212
1/28/2020,3255.35,3285.78,3253.22,3276.24,SPX 500,213
1/27/2020,3247.16,3258.85,3234.5,3243.63,SPX 500,214
1/24/2020,3333.1,3333.18,3281.53,3295.47,SPX 500,215
1/23/2020,3315.77,3326.88,3301.87,3325.54,SPX 500,216
1/22/2020,3330.02,3337.77,3320.04,3321.75,SPX 500,217
1/21/2020,3321.03,3329.79,3316.61,3320.79,SPX 500,218
1/17/2020,3323.66,3329.88,3318.86,3329.62,SPX 500,219
1/16/2020,3302.97,3317.11,3302.82,3316.81,SPX 500,220
1/15/2020,3282.27,3298.66,3280.69,3289.29,SPX 500,221
1/14/2020,3285.35,3294.25,3277.19,3283.15,SPX 500,222
1/13/2020,3271.13,3288.13,3268.43,3288.13,SPX 500,223
1/10/2020,3281.81,3282.99,3260.86,3265.35,SPX 500,224
1/9/2020,3266.03,3275.58,3263.67,3274.7,SPX 500,225
1/8/2020,3238.59,3267.07,3236.67,3253.05,SPX 500,226
1/7/2020,3241.86,3244.91,3232.43,3237.18,SPX 500,227
1/6/2020,3217.55,3246.84,3214.64,3246.28,SPX 500,228
1/3/2020,3226.36,3246.15,3222.34,3234.85,SPX 500,229
1/2/2020,3244.67,3258.14,3235.53,3257.85,SPX 500,230
12/31/2019,3215.18,3231.72,3212.03,3230.78,SPX 500,231
12/30/2019,3240.09,3240.92,3216.57,3221.29,SPX 500,232
12/27/2019,3247.23,3247.93,3234.37,3240.02,SPX 500,233
12/26/2019,3227.2,3240.08,3227.2,3239.91,SPX 500,234
12/24/2019,3225.45,3226.43,3220.51,3223.38,SPX 500,235
12/23/2019,3226.05,3227.78,3222.3,3224.01,SPX 500,236
12/20/2019,3223.33,3225.65,3216.03,3221.22,SPX 500,237
12/19/2019,3192.32,3205.48,3192.32,3205.37,SPX 500,238
12/18/2019,3195.21,3198.48,3191.14,3191.14,SPX 500,239
12/17/2019,3195.4,3198.22,3191.03,3192.52,SPX 500,240
12/16/2019,3183.63,3197.71,3183.63,3191.45,SPX 500,241
12/13/2019,3166.65,3182.68,3156.51,3168.8,SPX 500,242
12/12/2019,3141.23,3176.28,3138.47,3168.57,SPX 500,243
12/11/2019,3135.75,3143.98,3133.21,3141.63,SPX 500,244
12/10/2019,3135.36,3142.12,3126.09,3132.52,SPX 500,245
12/9/2019,3141.86,3148.87,3135.46,3135.96,SPX 500,246
12/6/2019,3134.62,3150.6,3134.62,3145.91,SPX 500,247
12/5/2019,3119.21,3119.45,3103.76,3117.43,SPX 500,248
12/4/2019,3103.5,3119.38,3102.53,3112.76,SPX 500,249
12/3/2019,3087.41,3094.97,3070.33,3093.2,SPX 500,250
12/2/2019,3143.85,3144.31,3110.78,3113.87,SPX 500,251
11/29/2019,3147.18,3150.3,3139.34,3140.98,SPX 500,252
11/27/2019,3145.49,3154.26,3143.41,3153.63,SPX 500,253
11/26/2019,3134.85,3142.69,3131.0,3140.52,SPX 500,254
11/25/2019,3117.44,3133.83,3117.44,3133.64,SPX 500,255
11/22/2019,3111.41,3112.87,3099.26,3110.29,SPX 500,256
11/21/2019,3108.49,3110.11,3094.55,3103.54,SPX 500,257
11/20/2019,3114.66,3118.97,3091.41,3108.46,SPX 500,258
11/19/2019,3127.45,3127.64,3113.47,3120.18,SPX 500,259
11/18/2019,3117.91,3124.17,3112.06,3122.03,SPX 500,260
11/15/2019,3107.92,3120.46,3104.6,3120.46,SPX 500,261
11/14/2019,3090.75,3098.2,3083.26,3096.63,SPX 500,262
11/13/2019,3084.18,3098.06,3078.8,3094.04,SPX 500,263
11/12/2019,3089.28,3102.61,3084.73,3091.84,SPX 500,264
11/11/2019,3080.33,3088.33,3075.82,3087.01,SPX 500,265
11/8/2019,3081.25,3093.09,3073.58,3093.08,SPX 500,266
11/7/2019,3087.02,3097.77,3080.23,3085.18,SPX 500,267
11/6/2019,3075.1,3078.34,3065.89,3076.78,SPX 500,268
11/5/2019,3080.8,3083.95,3072.15,3074.62,SPX 500,269
11/4/2019,3078.96,3085.2,3074.87,3078.27,SPX 500,270
11/1/2019,3050.72,3066.95,3050.72,3066.91,SPX 500,271
10/31/2019,3046.9,3046.9,3023.19,3037.56,SPX 500,272
10/30/2019,3039.74,3050.1,3025.96,3046.77,SPX 500,273
10/29/2019,3035.39,3047.87,3034.81,3036.89,SPX 500,274
10/28/2019,3032.12,3044.08,3032.12,3039.42,SPX 500,275
10/25/2019,3003.32,3027.39,3001.94,3022.55,SPX 500,276
10/24/2019,3014.78,3016.07,3000.42,3010.29,SPX 500,277
10/23/2019,2994.01,3004.78,2991.21,3004.52,SPX 500,278
10/22/2019,3010.73,3014.57,2995.04,2995.99,SPX 500,279
10/21/2019,2996.48,3007.33,2995.35,3006.72,SPX 500,280
10/18/2019,2996.84,3000.0,2976.31,2986.2,SPX 500,281
10/17/2019,3000.77,3008.29,2991.79,2997.95,SPX 500,282
10/16/2019,2989.68,2997.54,2985.2,2989.69,SPX 500,283
10/15/2019,2973.61,3003.28,2973.61,2995.68,SPX 500,284
10/14/2019,2965.81,2972.84,2962.94,2966.15,SPX 500,285
10/11/2019,2963.07,2993.28,2963.07,2970.27,SPX 500,286
10/10/2019,2918.55,2948.46,2917.12,2938.13,SPX 500,287
10/9/2019,2911.1,2929.32,2907.41,2919.4,SPX 500,288
10/8/2019,2920.4,2925.47,2892.66,2893.06,SPX 500,289
10/7/2019,2944.23,2959.75,2935.68,2938.79,SPX 500,290
10/4/2019,2918.56,2953.74,2918.56,2952.01,SPX 500,291
10/3/2019,2885.38,2911.13,2855.94,2910.63,SPX 500,292
10/2/2019,2924.78,2924.78,2874.93,2887.61,SPX 500,293
10/1/2019,2983.69,2992.53,2938.7,2940.25,SPX 500,294
9/30/2019,2967.07,2983.85,2967.07,2976.74,SPX 500,295
9/27/2019,2985.47,2987.31,2945.53,2961.79,SPX 500,296
9/26/2019,2985.73,2987.28,2963.71,2977.62,SPX 500,297
9/25/2019,2968.35,2989.82,2952.86,2984.87,SPX 500,298
9/24/2019,3002.43,3007.98,2957.73,2966.6,SPX 500,299
9/23/2019,2983.5,2999.15,2982.23,2991.78,SPX 500,300
9/20/2019,3008.42,3016.37,2984.68,2992.07,SPX 500,301
9/19/2019,3010.36,3021.99,3003.16,3006.79,SPX 500,302
9/18/2019,3001.5,3007.83,2978.57,3006.73,SPX 500,303
9/17/2019,2995.67,3006.21,2993.73,3005.7,SPX 500,304
9/16/2019,2996.41,3002.19,2990.67,2997.96,SPX 500,305
9/13/2019,3012.21,3017.33,3002.9,3007.39,SPX 500,306
9/12/2019,3009.08,3020.74,3000.92,3009.57,SPX 500,307
9/11/2019,2981.41,3000.93,2975.31,3000.93,SPX 500,308
9/10/2019,2971.01,2979.39,2957.01,2979.39,SPX 500,309
9/9/2019,2988.43,2989.43,2969.39,2978.43,SPX 500,310
9/6/2019,2980.33,2985.03,2972.51,2978.71,SPX 500,311
9/5/2019,2960.6,2985.86,2960.6,2976.0,SPX 500,312
9/4/2019,2924.67,2938.84,2921.86,2937.78,SPX 500,313
9/3/2019,2909.01,2914.39,2891.85,2906.27,SPX 500,314
8/30/2019,2937.09,2940.43,2913.32,2926.46,SPX 500,315
8/29/2019,2910.37,2930.5,2905.67,2924.58,SPX 500,316
8/28/2019,2861.28,2890.03,2853.05,2887.94,SPX 500,317
8/27/2019,2893.14,2898.79,2860.59,2869.16,SPX 500,318
8/26/2019,2866.7,2879.27,2856.0,2878.38,SPX 500,319
8/23/2019,2911.07,2927.01,2834.97,2847.11,SPX 500,320
8/22/2019,2930.94,2939.08,2904.51,2922.95,SPX 500,321
8/21/2019,2922.04,2928.73,2917.91,2924.43,SPX 500,322
8/20/2019,2919.01,2923.63,2899.6,2900.51,SPX 500,323
8/19/2019,2913.48,2931.0,2913.48,2923.65,SPX 500,324
8/16/2019,2864.74,2893.63,2864.74,2888.68,SPX 500,325
8/15/2019,2846.2,2856.67,2825.51,2847.6,SPX 500,326
8/14/2019,2894.15,2894.15,2839.64,2840.6,SPX 500,327
8/13/2019,2880.72,2943.31,2877.05,2926.32,SPX 500,328
8/12/2019,2907.07,2907.58,2873.14,2883.75,SPX 500,329
8/9/2019,2930.51,2935.75,2900.15,2918.65,SPX 500,330
8/8/2019,2896.21,2938.72,2894.47,2938.09,SPX 500,331
8/7/2019,2858.65,2892.17,2825.71,2883.98,SPX 500,332
8/6/2019,2861.18,2884.4,2847.42,2881.77,SPX 500,333
8/5/2019,2898.07,2898.07,2822.12,2844.74,SPX 500,334
8/2/2019,2943.9,2945.5,2914.11,2932.05,SPX 500,335
8/1/2019,2980.32,3013.59,2945.23,2953.56,SPX 500,336
7/31/2019,3016.22,3017.4,2958.08,2980.38,SPX 500,337
7/30/2019,3007.66,3017.19,3000.94,3013.18,SPX 500,338
7/29/2019,3024.47,3025.61,3014.3,3020.97,SPX 500,339
7/26/2019,3013.25,3027.98,3012.59,3025.86,SPX 500,340
7/25/2019,3016.26,3016.31,2997.24,3003.67,SPX 500,341
7/24/2019,2998.77,3019.59,2996.82,3019.56,SPX 500,342
7/23/2019,2994.74,3005.9,2988.56,3005.47,SPX 500,343
7/22/2019,2981.93,2990.71,2976.65,2985.03,SPX 500,344
7/19/2019,3004.26,3006.02,2975.86,2976.61,SPX 500,345
7/18/2019,2978.87,2998.28,2973.09,2995.11,SPX 500,346
7/17/2019,3005.1,3005.26,2984.25,2984.42,SPX 500,347
7/16/2019,3012.13,3015.02,3001.15,3004.04,SPX 500,348
7/15/2019,3017.8,3017.8,3008.77,3014.3,SPX 500,349
7/12/2019,3003.36,3013.92,3001.87,3013.77,SPX 500,350
